"number","study.ID","effect..","coder","Full.citation","In.text.Citation","Year","Type","Phylum","Bivalve..Gastropod","Taxon","Tax.level","Aggregate.Trait","Author.s.Trait","Trait.category","Start.stage","End.stage","Aggregate.Age..Event","Age..Event","Location","Data.source","Odds.Ratio","Var.Odds.Ratio","Log.odds.ratio","Var.Lnor","X..Ext","X..Surv","Total...Ext","Total...Surv","N","X.","per.capita.extinction","N.1","Total.per.capita.extinction","notes","x.square","n","df","p..sur.extinct.","X..group.a.extinct","X..group.b.extinct","p..before.after.","coefficient","d.f.","p","Note","X","Test.type","Trait.Type.Species.Total","Mean.Duration..my.","p.1","z","Parametric.Non","Test","n.1","p.2","test.stat","df.1","startTime.Ma","endTime.Ma","Volcanism","Flood_basalt","Bollide","OA","BC.extinction.rate","del.18O","del.13C","X87Sr.86Sr","del.34S","sea_level","d18OresidualMean","d18OresidualMeanWeighted","d18OresidualSD","Dd18O.first.differences.Mean","Dd18O.first.differences.SD","Dd18O.first.differences.ABSMean","Dd18O.first.differences.ABSMeanWeighted","d18O.meanObserved","d18O.meanObservedWeighted","d18O.meanObservedSD","d18O.CV","BC.extinction.rate.PBDB","lnor","vlnor"
NA,"Crampton 2010 BIS","1","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Zanclean","Zanclean",NA,NA,NA,NA,NA,NA,NA,NA,27,21,43,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,3.6,0,0,0,0,NA,-1.1607,2.3932,0.70902,21.924,45.664,1.405551702,1.405551702,0,0.409132576,0,0.409132576,0.409132576,3.271734202,3.271734202,0,0,0.036,-0.0260594790241678,0.133771992324061
NA,"Crampton 2010 BIS","2","EO","Crampton, J., Cooper, R., Beu, A., Foote, M., and Marshall, B., 2010, Biotic influences on species duration: interactions between traits in marine molluscs: Paleobiology, v. 36, p. 204-223.","Crampton et al. 2010",2010,"PR","Mollusca","Gastropod","gastropod","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Zanclean","Zanclean",NA,NA,NA,NA,NA,NA,NA,NA,16,13,43,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,3.6,0,0,0,0,NA,-1.1607,2.3932,0.70902,21.924,45.664,1.405551702,1.405551702,0,0.409132576,0,0.409132576,0.409132576,3.271734202,3.271734202,0,0,0.036,0.071392437183927,0.366481177544159
NA,"Harnik 2011 DIE","1","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Danian","Danian","P1","P1","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,10,2,13,5,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,61.7,1,1,0,0,0.104,-0.59825,1.8397,0.70785,18.626,61.918,-0.111684808,-0.111684808,0,-0.035084781,0,0.035084781,0.035084781,0.634807692,0.634807692,0,0,0.106,-0.784615384615385,0.588461538461538
NA,"Harnik 2011 DIE","2","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Danian","Danian","P1","P1","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,3,3,13,5,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,61.7,1,1,0,0,0.104,-0.59825,1.8397,0.70785,18.626,61.918,-0.111684808,-0.111684808,0,-0.035084781,0,0.035084781,0.035084781,0.634807692,0.634807692,0,0,0.106,3.13846153846154,2.35384615384615
NA,"Harnik 2011 DIE","1","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Selandian","Selandian","P2","P2","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,3,0,9,0,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.7,58.7,0,0,0,0,0.035,-0.97357,2.9229,0.70777,17.898,66.59,-0.2134382055,-0.233389852068627,0.143901034762041,-0.071228288,0.0511146377911269,0.071228288,0.0783152501568627,0.5811217945,0.570595147931373,0.0759233243526718,0.130649590277364,0.004,NA,Inf
NA,"Harnik 2011 DIE","2","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Selandian","Selandian","P2","P2","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,6,0,9,0,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.7,58.7,0,0,0,0,0.035,-0.97357,2.9229,0.70777,17.898,66.59,-0.2134382055,-0.233389852068627,0.143901034762041,-0.071228288,0.0511146377911269,0.071228288,0.0783152501568627,0.5811217945,0.570595147931373,0.0759233243526718,0.130649590277364,0.004,NA,Inf
NA,"Harnik 2011 DIE","1","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Thanetian","Thanetian","P3/P4","P3/P4","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,2,2,3,7,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7,55.8,0,0,0,0,0.048,-1.346085,2.7736,0.70776,18.705,67.064,-0.315191603,-0.315191603,0,-0.107371795,0,0.107371795,0.107371795,0.527435897,0.527435897,0,0,0.018,-2.14285714285714,2.67857142857143
NA,"Harnik 2011 DIE","2","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Thanetian","Thanetian","P3/P4","P3/P4","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,1,5,3,7,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7,55.8,0,0,0,0,0.048,-1.346085,2.7736,0.70776,18.705,67.064,-0.315191603,-0.315191603,0,-0.107371795,0,0.107371795,0.107371795,0.527435897,0.527435897,0,0,0.018,0.952380952380952,1.19047619047619
NA,"Harnik 2011 DIE","1","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Ypresian","Ypresian","E1/E2","E1/E2","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,19,4,28,7,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8,48.6,0,0,0,1,0.038,-1.7186,2.6243,0.70775,19.512,67.538,-0.589356523,-0.591585506089431,0.387727748190935,-0.2698870675,0.229831302462259,0.2698870675,0.271208329878049,0.311234727,0.309476993910569,0.305754626814931,0.98239238841407,0.014,-0.241020793950851,0.401701323251418
NA,"Harnik 2011 DIE","2","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Ypresian","Ypresian","E1/E2","E1/E2","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,9,3,28,7,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8,48.6,0,0,0,1,0.038,-1.7186,2.6243,0.70775,19.512,67.538,-0.589356523,-0.591585506089431,0.387727748190935,-0.2698870675,0.229831302462259,0.2698870675,0.271208329878049,0.311234727,0.309476993910569,0.305754626814931,0.98239238841407,0.014,0.885416666666667,1.47569444444444
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Harnik 2011 DIE","1","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Lutetian","Lutetian","E3/E4/E5/E6","E3/E4/E5/E6","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,19,5,32,13,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6,40.4,1,0,0,0,0.036,-1.0291,2.8942,0.70777,22.295,62.852,-0.278087155,-0.278087155,0,0.721154288,0,0.721154288,0.721154288,0.816187845,0.816187845,0,0,0.024,-0.718900240384615,0.371844951923077
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Harnik 2011 DIE","2","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Lutetian","Lutetian","E3/E4/E5/E6","E3/E4/E5/E6","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,13,8,32,13,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6,40.4,1,0,0,0,0.036,-1.0291,2.8942,0.70777,22.295,62.852,-0.278087155,-0.278087155,0,0.721154288,0,0.721154288,0.721154288,0.816187845,0.816187845,0,0,0.024,0.938971742543171,0.485675039246468
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Harnik 2011 DIE","1","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Bartonian","Bartonian","E7/E8","E7/E8","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,19,2,35,9,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4,37.2,0,0,0,0,0.083,-0.48389,2.5439,0.70775,22.271,56.328,0.18328,0.18328,0,0.568812155,0,0.568812155,0.568812155,1.385,1.385,0,0,0.033,-1.37560378648814,0.599272936687903
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Harnik 2011 DIE","2","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Bartonian","Bartonian","E7/E8","E7/E8","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,16,7,35,9,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4,37.2,0,0,0,0,0.083,-0.48389,2.5439,0.70775,22.271,56.328,0.18328,0.18328,0,0.568812155,0,0.568812155,0.568812155,1.385,1.385,0,0,0.033,1.14676988627839,0.499582920754944
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Harnik 2011 DIE","1","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Narrow","Priabonian","Priabonian","E9","E9","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,5,1,14,5,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,33.9,0,0,1,0,0.163,-0.26606,1.7012,0.70778,22.069,60.744,0.500995595,0.500995595,0,0.380863095,0,0.380863095,0.380863095,1.765863095,1.765863095,0,0,0.076,-1.49285714285714,2.57857142857143
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Harnik 2011 DIE","2","EO","Harnik, Paul G., 2011, Direct and indirect effects of biological factors on extinction risk in fossil bivalves: PNAS.","Harnik 2011",2011,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Cumulative Range, Maximum Great Circle Distance ","Broad","Priabonian","Priabonian","E9","E9","estern U.S.","Pbdb; museum collections",NA,NA,NA,NA,9,4,14,5,NA,NA,NA,NA,NA,"oligocene data excluded as not sure when LO was",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,33.9,0,0,1,0,0.163,-0.26606,1.7012,0.70778,22.069,60.744,0.500995595,0.500995595,0,0.380863095,0,0.380863095,0.380863095,1.765863095,1.765863095,0,0,0.076,0.318005071851226,0.549281487743026
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Jablonski 1986 BMS","1","EO","Jablonski, D., 1986, Larval ecology and macroevolution in marine invertebrates: Bulletin of Marine Science, v. 39, p. 565-587.","Jablonski 1986",1986,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Geographic Range","Narrow","Cenomanian","Maastrichtian","Late Cretaceous NOT K/T","Late Cretaceous NOT K/T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"2.25",NA,NA,NA,NA,NA,NA,NA,NA,99.6,65,1,1,1,1,0.0993333333333333,-1.8571,2.40675,0.707605,18.588,62.3895,-0.2342938145,-0.327462446736842,0.357635217520682,0.6201758285,0.59457912395424,0.6201758285,0.465280222526316,0.0635686855,-0.159813762526316,0.857471323471922,13.4888949917318,0.106,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Jablonski 1986 BMS","2","EO","Jablonski, D., 1986, Larval ecology and macroevolution in marine invertebrates: Bulletin of Marine Science, v. 39, p. 565-587.","Jablonski 1986",1986,"PR","Mollusca","Bivalve","bivalve","species","Geographic Range","Geographic Range","Broad","Cenomanian","Maastrichtian","Late Cretaceous NOT K/T","Late Cretaceous NOT K/T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,"5.85",NA,NA,NA,NA,NA,NA,NA,NA,99.6,65,1,1,1,1,0.0993333333333333,-1.8571,2.40675,0.707605,18.588,62.3895,-0.2342938145,-0.327462446736842,0.357635217520682,0.6201758285,0.59457912395424,0.6201758285,0.465280222526316,0.0635686855,-0.159813762526316,0.857471323471922,13.4888949917318,0.106,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Jablonski 2005","1","EO","Jablonski, David, 2005, Mass extinctions and macroevolution: Paleontological Society, v. 31, p. 192-210.","Jablonski 2005",2005,"PR","Mollusca","Gastropod","gastropod","genera","Geographic Range","269","Narrow","Maastrichtian","Maastrichtian","K/T","K/T","Gulf and Atlantic Coastal Plain","Jablonski global database","K/T",NA,NA,NA,63,35,74,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-0.0803531135163787,0.0520970735985313
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Jablonski 2005","3","EO","Jablonski, David, 2005, Mass extinctions and macroevolution: Paleontological Society, v. 31, p. 192-210.","Jablonski 2005",2005,"PR","Mollusca","Gastropod","gastropod","genera","Geographic Range","1389","Broad","Maastrichtian","Maastrichtian","K/T","K/T","Gulf and Atlantic Coastal Plain","Jablonski global database","K/T",NA,NA,NA,11,9,74,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,1.92927825552826,1.25085073710074
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Jablonski1986BME","1","EO","Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.","Jablonski 1986",1986,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range","Endemic","Narrow","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,21,2,63,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-7.45419742958709,0.876075888381057
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Jablonski1986BME","2","EO","Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.","Jablonski 1986",1986,"PR","Mollusca","Bivalve","bivalve","genera","Geographic Range",">500 km","Broad","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,42,51,63,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,0.455922122817849,0.0535835524284402
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Jablonski1986BME","1","EO","Jablonski, David. 1986. Background and mass extinctions: the alternation of macroevolutionary events. Science 231: 129-133.","Jablonski 1986",1986,"PR","Mollusca","Gastropod","gastropod","genera","Geographic Range","Endemic","Narrow","Maastrichtian","Maastrichtian","K/T","K/T","global","Jablonski global database",NA,NA,NA,NA,46,7,95,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6,65,1,1,1,1,0.427,-1.2032,2.4131,0.70778,18.852,55.655,0.018592473,0.018592473,0,1.040606759,0,1.040606759,1.040606759,0.669892473,0.669892473,0,0,0.417,-3.18029776716096,0.231726507088795
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
